title,plot,genres,keywords,rating,num_votes,release_date
The Theory of Everything,"The Theory of Everything is the extraordinary story of one of the world’s greatest living minds, the renowned astrophysicist Stephen Hawking, who falls deeply in love with fellow Cambridge student Jane Wilde.","[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","[{""id"": 1157, ""name"": ""wife husband relationship""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 8012, ""name"": ""physicist""}, {""id"": 14641, ""name"": ""based on memoir""}, {""id"": 190947, ""name"": ""stephen hawking""}, {""id"": 196751, ""name"": ""fictionalized biography""}, {""id"": 209063, ""name"": ""motor neuron disease""}, {""id"": 229893, ""name"": ""als""}]",7.8,3311,2014-11-26
Her,"In the not so distant future, Theodore, a lonely writer purchases a newly developed operating system designed to meet the user's every needs. To Theordore's surprise, a romantic relationship develops between him and his operating system. This unconventional love story blends science fiction and romance in a sweet tale that explores the nature of love and the ways that technology isolates and connects us all.","[{""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}]","[{""id"": 310, ""name"": ""artificial intelligence""}, {""id"": 6104, ""name"": ""computer""}, {""id"": 9673, ""name"": ""love""}, {""id"": 9957, ""name"": ""loneliness""}, {""id"": 12375, ""name"": ""transhumanism""}, {""id"": 34265, ""name"": ""heartbreak""}, {""id"": 40847, ""name"": ""near future""}, {""id"": 223540, ""name"": ""singularity""}, {""id"": 224279, ""name"": ""bittersweet""}]",7.9,4097,2013-12-18
The Fault in Our Stars,"Despite the tumor-shrinking medical miracle that has bought her a few years, Hazel has never been anything but terminal, her final chapter inscribed upon diagnosis. But when a patient named Augustus Waters suddenly appears at Cancer Kid Support Group, Hazel's story is about to be completely rewritten.","[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]","[{""id"": 587, ""name"": ""amsterdam""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 825, ""name"": ""support group""}, {""id"": 10163, ""name"": ""cancer""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 165086, ""name"": ""star crossed lovers""}, {""id"": 193400, ""name"": ""teen drama""}, {""id"": 210429, ""name"": ""oxygen tank""}, {""id"": 223438, ""name"": ""based on young adult novel""}]",7.6,3759,2014-05-16
Birdman,"A fading actor best known for his portrayal of a popular superhero attempts to mount a comeback by appearing in a Broadway play. As opening night approaches, his attempts to become more altruistic, rebuild his career, and reconnect with friends and family prove more difficult than expected.","[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]","[{""id"": 8764, ""name"": ""times square""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 11440, ""name"": ""long take""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 14531, ""name"": ""play""}, {""id"": 156028, ""name"": ""broadway""}, {""id"": 207716, ""name"": ""actor""}]",7.4,4535,2014-08-27
American Sniper,"U.S. Navy SEAL Chris Kyle takes his sole mission—protect his comrades—to heart and becomes one of the most lethal snipers in American history. His pinpoint accuracy not only saves countless lives but also makes him a prime target of insurgents. Despite grave danger and his struggle to be a good husband and father to his family back in the States, Kyle serves four tours of duty in Iraq. However, when he finally returns home, he finds that he cannot leave the war behind.","[{""id"": 10752, ""name"": ""War""}, {""id"": 28, ""name"": ""Action""}]","[{""id"": 1589, ""name"": ""sniper""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 5939, ""name"": ""iraq""}, {""id"": 11219, ""name"": ""navy seal""}, {""id"": 33564, ""name"": ""u.s. soldier""}]",7.4,4469,2014-12-11
The Hunger Games: Catching Fire,"Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a ""Victor's Tour"" of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever.","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]","[{""id"": 271, ""name"": ""competition""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1310, ""name"": ""mentor""}, {""id"": 1328, ""name"": ""secret""}, {""id"": 1382, ""name"": ""factory""}, {""id"": 2136, ""name"": ""television""}, {""id"": 2903, ""name"": ""propaganda""}, {""id"": 2964, ""name"": ""future""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 5740, ""name"": ""alliance""}, {""id"": 6186, ""name"": ""games""}, {""id"": 8570, ""name"": ""president""}, {""id"": 8862, ""name"": ""uprising""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 11196, ""name"": ""rebellion""}, {""id"": 11221, ""name"": ""blood""}, {""id"": 11322, ""name"": ""female protagonist""}, {""id"": 12380, ""name"": ""tournament""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 15017, ""name"": ""danger""}, {""id"": 156395, ""name"": ""imax""}, {""id"": 171956, ""name"": ""winner""}, {""id"": 223438, ""name"": ""based on young adult novel""}]",7.4,6495,2013-11-15
12 Years a Slave,"In the pre-Civil War United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery. Facing cruelty as well as unexpected kindnesses Solomon struggles not only to stay alive, but to retain his dignity. In the twelfth year of his unforgettable odyssey, Solomon’s chance meeting with a Canadian abolitionist will forever alter his life.","[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]","[{""id"": 1294, ""name"": ""whip""}, {""id"": 1930, ""name"": ""kidnapping""}, {""id"": 2831, ""name"": ""slavery""}, {""id"": 3136, ""name"": ""plantation""}, {""id"": 4225, ""name"": ""night shift""}, {""id"": 15189, ""name"": ""violin player""}, {""id"": 155794, ""name"": ""physical abuse""}, {""id"": 190477, ""name"": ""cotton""}, {""id"": 197643, ""name"": ""slave owner""}, {""id"": 207928, ""name"": ""19th century""}, {""id"": 209069, ""name"": ""sold into slavery""}, {""id"": 209070, ""name"": ""abolitionist""}]",7.9,3674,2013-10-18
Jurassic World,"Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond.","[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 1299, ""name"": ""monster""}, {""id"": 1718, ""name"": ""dna""}, {""id"": 1720, ""name"": ""tyrannosaurus rex""}, {""id"": 1766, ""name"": ""velociraptor""}, {""id"": 2041, ""name"": ""island""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 10617, ""name"": ""disaster""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 12616, ""name"": ""dinosaur""}, {""id"": 155582, ""name"": ""amusement park""}, {""id"": 158130, ""name"": ""animal attack""}, {""id"": 158340, ""name"": ""theme park""}, {""id"": 178010, ""name"": ""jurassic park""}, {""id"": 209714, ""name"": ""3d""}, {""id"": 223059, ""name"": ""animal horror""}]",6.5,8662,2015-06-09
Nightcrawler,"When Lou Bloom, desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story. Aiding him in his effort is Nina, a TV-news veteran.","[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 917, ""name"": ""journalism""}, {""id"": 1353, ""name"": ""underground""}, {""id"": 3586, ""name"": ""tv station""}, {""id"": 9740, ""name"": ""sociopath""}, {""id"": 14903, ""name"": ""home invasion""}, {""id"": 15483, ""name"": ""car chase""}, {""id"": 158584, ""name"": ""tv news""}, {""id"": 167925, ""name"": ""employer employee relationship""}, {""id"": 211062, ""name"": ""ethics""}, {""id"": 215774, ""name"": ""stringer""}]",7.6,3395,2014-10-23
Fury,"Last months of World War II in April 1945. As the Allies make their final push in the European Theater, a battle-hardened U.S. Army sergeant in the 2nd Armored Division named Wardaddy commands a Sherman tank called ""Fury"" and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.","[{""id"": 10752, ""name"": ""War""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}]","[{""id"": 1956, ""name"": ""world war ii""}, {""id"": 2652, ""name"": ""nazis""}, {""id"": 6091, ""name"": ""war""}, {""id"": 11064, ""name"": ""nazi germany""}, {""id"": 11102, ""name"": ""panzer""}, {""id"": 11117, ""name"": ""tank""}]",7.4,3946,2014-10-15
Dawn of the Planet of the Apes,"A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes.","[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 3077, ""name"": ""leader""}, {""id"": 4090, ""name"": ""colony""}, {""id"": 4458, ""name"": ""post-apocalyptic""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 5774, ""name"": ""forest""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9720, ""name"": ""woods""}, {""id"": 14759, ""name"": ""ape""}, {""id"": 14760, ""name"": ""scientist""}, {""id"": 15149, ""name"": ""monkey""}, {""id"": 158025, ""name"": ""medical research""}, {""id"": 158130, ""name"": ""animal attack""}, {""id"": 188959, ""name"": ""plague""}, {""id"": 209714, ""name"": ""3d""}]",7.3,4410,2014-06-26
How to Train Your Dragon 2,"The thrilling second chapter of the epic How To Train Your Dragon trilogy brings back the fantastical world of Hiccup and Toothless five years later. While Astrid, Snotlout and the rest of the gang are challenging each other to dragon races (the island's new favorite contact sport), the now inseparable pair journey through the skies, charting unmapped territories and exploring new worlds. When one of their adventures leads to the discovery of a secret ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.","[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]","[{""id"": 494, ""name"": ""father son relationship""}, {""id"": 1157, ""name"": ""wife husband relationship""}, {""id"": 2858, ""name"": ""sacrifice""}, {""id"": 5895, ""name"": ""viking""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 10084, ""name"": ""rescue""}, {""id"": 12554, ""name"": ""dragon""}, {""id"": 157499, ""name"": ""mother son relationship""}, {""id"": 175421, ""name"": ""death of husband""}, {""id"": 192913, ""name"": ""warrior""}, {""id"": 209714, ""name"": ""3d""}]",7.6,3106,2014-06-12
The Hobbit: The Desolation of Smaug,"The Dwarves, Bilbo and Gandalf have successfully escaped the Misty Mountains, and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon, Smaug.","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]","[{""id"": 603, ""name"": ""elves""}, {""id"": 604, ""name"": ""dwarves""}, {""id"": 606, ""name"": ""orcs""}, {""id"": 611, ""name"": ""hobbit""}, {""id"": 12554, ""name"": ""dragon""}, {""id"": 177912, ""name"": ""wizard""}, {""id"": 234213, ""name"": ""sword and sorcery""}]",7.6,4524,2013-12-11
Prisoners,"When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts. But just how far will this desperate father go to protect his family?","[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]","[{""id"": 904, ""name"": ""pennsylvania""}, {""id"": 1930, ""name"": ""kidnapping""}, {""id"": 2158, ""name"": ""maze""}, {""id"": 7002, ""name"": ""vigilante""}, {""id"": 11004, ""name"": ""rural setting""}, {""id"": 166625, ""name"": ""candlelight vigil""}]",7.9,3085,2013-09-18
Nerve,"Industrious high school senior, Vee Delmonico, has had it with living life on the sidelines. When pressured by friends to join the popular online game Nerve, Vee decides to sign up for just one dare in what seems like harmless fun. But as she finds herself caught up in the thrill of the adrenaline-fueled competition partnered with a mysterious stranger, the game begins to take a sinister turn with increasingly dangerous acts, leading her into a high stakes finale that will determine her entire future.","[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}]","[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1576, ""name"": ""technology""}, {""id"": 11615, ""name"": ""internet""}, {""id"": 12361, ""name"": ""hacking""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 18249, ""name"": ""game""}, {""id"": 186846, ""name"": ""adaptation""}, {""id"": 201871, ""name"": ""dare""}, {""id"": 212562, ""name"": ""cellphone video""}, {""id"": 223438, ""name"": ""based on young adult novel""}, {""id"": 229980, ""name"": ""smartphone""}, {""id"": 235098, ""name"": ""taking a risk""}]",7.1,2181,2016-07-27
Gravity,"Dr. Ryan Stone, a brilliant medical engineer on her first Shuttle mission, with veteran astronaut Matt Kowalsky in command of his last flight before retiring. But on a seemingly routine spacewalk, disaster strikes. The Shuttle is destroyed, leaving Stone and Kowalsky completely alone-tethered to nothing but each other and spiraling out into the blackness of space. The deafening silence tells them they have lost any link to Earth and any chance for rescue. As fear turns to panic, every gulp of air eats away at what little oxygen is left. But the only way home may be to go further out into the terrifying expanse of space.","[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]","[{""id"": 4040, ""name"": ""space mission""}, {""id"": 6203, ""name"": ""loss""}, {""id"": 9882, ""name"": ""space""}, {""id"": 14626, ""name"": ""astronaut""}, {""id"": 191586, ""name"": ""trapped in space""}]",7.3,5751,2013-09-27
The Big Short,The men who made millions from a global economic meltdown.,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]","[{""id"": 974, ""name"": ""bank""}, {""id"": 4373, ""name"": ""fraud""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 5636, ""name"": ""wall street""}, {""id"": 6118, ""name"": ""finances""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 11321, ""name"": ""animated sequence""}, {""id"": 11687, ""name"": ""breaking the fourth wall""}, {""id"": 18040, ""name"": ""loan""}, {""id"": 165193, ""name"": ""financial crisis""}, {""id"": 179867, ""name"": ""real estate""}, {""id"": 188072, ""name"": ""mortgage""}]",7.3,2607,2015-12-11
